Area,Location_Score,Square_Feet,Num_Bedrooms,Building_Age,Owner_Name,Street_Address,Price_BDT
Kandirpar,4.0,2074,3,18,প্রশান্ত ব্যানার্জি,"৮২, পশ্চিম কালীগ্রাম সেন্টার, Kandirpar, Cumilla",8373922.66
Bagichagaon,3.5,2311,4,21,ঈশানি কুমার,"৪৩২, পূর্ব বকশীকর্নার, Bagichagaon, Cumilla",10258819.21
Tomsom Bridge,3.0,1381,2,7,প্রান্ত উদ্দিন,"১, নতুন বিরামপার্ক, Tomsom Bridge, Cumilla",6205054.74
Race Course,3.2,804,2,11,প্রিয়ম চট্টোপাধ্যায়,"৮৫, মধ্য কালিয়াদিয়া, Race Course, Cumilla",4214594.21
Jhawtala,3.8,1416,2,16,অঞ্জনা আরা,"৫, পশ্চিম হোসেনপার্ক, Jhawtala, Cumilla",6442084.76
Kandirpar,4.0,2145,3,19,আবু আওয়াল,"৮৩, মহেশমাটি, Kandirpar, Cumilla",9716364.8
Police Line,3.1,1234,2,13,শুভশ্রী মিশ্র,"৩, নাজিরহাট, Police Line, Cumilla",6160554.62
Kotbari,2.5,1688,3,23,আশা মজুমদার,"২, কবিরগ্রাম, Kotbari, Cumilla",7104122.81
Kotbari,2.5,1446,2,4,রহিম প্রামানিক,"২০৮, রানীহার রোড, Kotbari, Cumilla",6519161.76
Jhawtala,3.8,1688,3,5,ইমতিয়াজ বিশ্বাস,"৮৪৫, পুরাতন সৈয়দমাটি, Jhawtala, Cumilla",8641828.92
Race Course,3.2,1294,2,23,মৃত্যুঞ্জয় প্রামানিক,"৭, মোড়লবাজার, Race Course, Cumilla",6123285.3
Police Line,3.1,1229,2,16,অর্না বন্দোপাধ্যায়,"৯, দক্ষিণ ব্রাহ্মণতলা, Police Line, Cumilla",5600818.41
Bagichagaon,3.5,1162,2,7,মনোজ কান্ত,"৬৯৬, উত্তর সখিদিয়া, Bagichagaon, Cumilla",6208301.6
Tomsom Bridge,3.0,2353,4,17,আরুণি চৌধুরী,"১, দক্ষিণ কমলনগর, Tomsom Bridge, Cumilla",9790269.86
Race Course,3.2,1539,2,5,নাইম আলি,"১৬২, মধ্য মির্জাহার, Race Course, Cumilla",6693475.52
Chawkbazar,2.2,1576,2,18,হৈমন্তী সিনহা,"৮৭, পশ্চিম নাসিরগঞ্জ কর্নার, Chawkbazar, Cumilla",6266672.51
Kandirpar,4.0,1690,3,8,আতাহার খানম,"২, দক্ষিণ চিতলগ্রাম গলি, Kandirpar, Cumilla",8101386.56
Race Course,3.2,2035,3,0,মাধু তালুকদার,"৯, পশ্চিম আলিগাঁও, Race Course, Cumilla",8845509.19
Race Course,3.2,1568,2,16,মুনতাসির হোসাইন,"৪৯, ফকিরবাড়ি পার্ক, Race Course, Cumilla",6767362.17
Kotbari,2.5,1481,2,13,রাসেল হুরাইরা,"৭, আনোয়ারমোড়, Kotbari, Cumilla",6620848.09
Dharmapur,1.8,1670,3,18,আতাহার উদ্দিন,"৪৯১, মির্জাএভিনিউ, Dharmapur, Cumilla",5418076.46
Jhawtala,3.8,2249,4,1,বাঁধন চন্দ্র,"৮০, মাধবস্ট্যান্ড, Jhawtala, Cumilla",10308436.43
Race Course,3.2,1942,3,16,মুশফিক বেগম,"৫, পশ্চিম দৌলতগাঁও, Race Course, Cumilla",8526118.96
Police Line,3.1,1611,2,17,অন্তরা গাঙ্গুলি,"৪, বাজিতগ্রাম, Police Line, Cumilla",6605590.39
Jhawtala,3.8,1440,2,9,আয়ুশি বিশ্বাস,"৭, মাধবনগর সেন্টার, Jhawtala, Cumilla",5352098.41
Chawkbazar,2.2,1717,3,20,শাহজাহান আলি,"৬, মনিরামখালি চত্বর, Chawkbazar, Cumilla",5874748.74
Race Course,3.2,1743,3,7,কুনাল সিং,"৭৭, মধ্য সোনাতলা এভিনিউ, Race Course, Cumilla",7852442.34
Dharmapur,1.8,1711,3,11,শুভ হাকিম,"৮৩, পূর্ব শ্যামডাঙ্গা ঘাট, Dharmapur, Cumilla",6897896.56
Jhawtala,3.8,1630,2,7,কেয়া রাও,"২৯৫, নন্দীবাড়ি এভিনিউ, Jhawtala, Cumilla",8196777.23
Tomsom Bridge,3.0,1401,2,19,আনিস মোড়ল,"৪, পশ্চিম ইসলামমহল্লা, Tomsom Bridge, Cumilla",6861702.82
Dharmapur,1.8,1507,2,18,লতা মন্ডল,"৮৬৮, মধ্য চৌদ্দবাড়ি এভিনিউ, Dharmapur, Cumilla",5743047.99
Kotbari,2.5,1592,2,5,রিনা ব্যানার্জি,"৮৯৮, পূর্ব উজিরএভিনিউ, Kotbari, Cumilla",6606604.31
Tomsom Bridge,3.0,997,2,19,জয়ন্ত ঠাকুর,"৩৩৭, হাজীবাড়ি প্লাজা, Tomsom Bridge, Cumilla",5336664.41
Kandirpar,4.0,2412,4,12,অক্ষয় চৌধুরী,"২৯, পুরাতন সদরমহাসড়ক, Kandirpar, Cumilla",10453585.08
Jhawtala,3.8,1863,3,12,অর্ঘ্য বাগচী,"৬৯, ইসলামগড় স্ট্যান্ড, Jhawtala, Cumilla",8381438.8
Tomsom Bridge,3.0,1462,2,18,অন্তরা হোসাইন,"৯৪৪, নতুন হাজীচত্বর, Tomsom Bridge, Cumilla",6112847.42
Shashongacha,2.0,1055,2,15,সুশান্ত মোড়ল,"৩৬, কালীপাড়া, Shashongacha, Cumilla",4500294.75
Bagichagaon,3.5,800,2,16,বিনা মন্ডল,"৬৮, নতুন মহেশগড় রাস্তা, Bagichagaon, Cumilla",5049832.81
Shashongacha,2.0,2130,3,15,আয়ুষ সরকার,"৫, চিতলখালি, Shashongacha, Cumilla",8341216.07
Jhawtala,3.8,1797,3,23,ঈশানি সাহা,"৪৬০, আলিগড়, Jhawtala, Cumilla",8592295.51
Shashongacha,2.0,1434,2,21,আয়ুশি বিশ্বাস,"২৯৬, নতুন কবিরগাঁও এভিনিউ, Shashongacha, Cumilla",5583510.15
Shashongacha,2.0,1210,2,2,বৃষ্টি জামান,"৯, জীবনমহল্লা, Shashongacha, Cumilla",5989245.48
Police Line,3.1,1870,3,2,জনা জাহান,"৯, পূর্ব বিশ্বনাথমহাসড়ক, Police Line, Cumilla",7921201.8
Shashongacha,2.0,1389,2,2,অমল বন্দোপাধ্যায়,"১৮৬, রায়প্লাজা, Shashongacha, Cumilla",5803163.25
Jhawtala,3.8,2049,3,21,মিনা ইসলাম,"১, জীবনপুর স্ট্যান্ড, Jhawtala, Cumilla",9015633.69
Chawkbazar,2.2,1640,2,17,শুভ ঘোষ,"৪১, সুন্দরমহল্লা, Chawkbazar, Cumilla",5337704.88
Kotbari,2.5,1742,3,6,ইজাজ খাতুন,"৫, পুরাতন মোহাম্মদমহল্লা, Kotbari, Cumilla",7424395.19
Kotbari,2.5,1492,2,20,চঞ্চল মৃধা,"৮৬, দৌলতদিয়া লেন, Kotbari, Cumilla",6713702.38
Tomsom Bridge,3.0,1183,2,19,কাবেরি তালুকদার,"৪৭, মধ্য মনিরামমোড়, Tomsom Bridge, Cumilla",5632422.38
Shashongacha,2.0,1556,2,3,আতাহার চৌধুরী,"৬, পুরাতন ফুলচর সড়ক, Shashongacha, Cumilla",6458992.16
Police Line,3.1,1084,2,0,প্রদ্যুম্ন মজুমদার,"১৯, দৌলততলা, Police Line, Cumilla",6029799.33
Chawkbazar,2.2,1728,3,24,আদি প্রামানিক,"৪, ওসমানীগড় এভিনিউ, Chawkbazar, Cumilla",5632776.48
Shashongacha,2.0,1748,3,3,প্রিয়া জাহান,"৮৩, অভয়হাট প্লাজা, Shashongacha, Cumilla",6968602.86
Jhawtala,3.8,1285,2,11,মুনতাসির সিনহা,"৬৩, পুরাতন সখিলেন, Jhawtala, Cumilla",6028655.65
Jhawtala,3.8,1775,3,15,শাওন সরকার,"১৮০, দেবহার, Jhawtala, Cumilla",8425621.48
Dharmapur,1.8,2207,4,19,বিনয় মন্ডল,"৯, আলিস্টেশন, Dharmapur, Cumilla",7681432.42
Police Line,3.1,1404,2,21,প্রিয় সিনহা,"৯৬০, বাঘারপাড়া, Police Line, Cumilla",6827078.53
Dharmapur,1.8,1972,3,24,আব্বাস মন্ডল,"৮, পূর্ব কেশবপার্ক, Dharmapur, Cumilla",7488568.21
Kotbari,2.5,2153,3,1,আকাশ তালুকদার,"১, দক্ষিণ বটিয়াগাঁ, Kotbari, Cumilla",8552985.79
Chawkbazar,2.2,1698,3,23,আদি মোড়ল,"৯, উত্তর সুবর্ণমোড়, Chawkbazar, Cumilla",5714087.26
Police Line,3.1,1097,2,7,নন্দিতা মোড়ল,"৬, নতুন নাজিরমাটি রোড, Police Line, Cumilla",6113578.85
Shashongacha,2.0,1711,3,5,প্রত্যয় কুমার,"২১, মাধবগাঁও, Shashongacha, Cumilla",6056529.1
Police Line,3.1,2024,3,23,আমায়া মৃধা,"৫৫৭, ফকিরগড়, Police Line, Cumilla",9209316.88
Dharmapur,1.8,1464,2,23,অক্ষয় সেন,"৩, হোসেনগাঁও ঘাট, Dharmapur, Cumilla",4678947.11
Race Course,3.2,2226,4,0,আজম উদ্দিন,"২২, উত্তর সুন্দরহার স্ট্যান্ড, Race Course, Cumilla",10162695.27
Dharmapur,1.8,1935,3,23,প্রীতি বোস,"১১, বটিয়াগলি, Dharmapur, Cumilla",8114737.37
Jhawtala,3.8,1642,2,22,মোস্তাফিজ ইসলাম,"৫৪, মধ্য মোল্লারাস্তা, Jhawtala, Cumilla",7033352.15
Shashongacha,2.0,1754,3,8,সাবের রহমান,"৬৭৪, শ্যামগঞ্জ মোড়, Shashongacha, Cumilla",6914251.53
Dharmapur,1.8,1941,3,12,আশ্বিনী বাগচী,"২, মধ্য কুমারহার, Dharmapur, Cumilla",7038253.13
Kandirpar,4.0,1498,2,2,করিম আওয়াল,"৯, মনিরামডাঙ্গা, Kandirpar, Cumilla",7616814.61
Dharmapur,1.8,1670,3,13,নাদিম হুরাইরা,"৫, উত্তর হাকিমসড়ক, Dharmapur, Cumilla",6825878.66
Chawkbazar,2.2,828,2,3,মিষ্টি খান,"৬৫, উত্তর জীবনখালি গলি, Chawkbazar, Cumilla",3482299.82
Bagichagaon,3.5,1315,2,19,অর্ঘ্য মৃধা,"৩, পুরাতন মনোহরমহাসড়ক, Bagichagaon, Cumilla",6238908.19
Dharmapur,1.8,2034,3,15,প্রদ্যুম্ন চৌধুরী,"২৪৯, উত্তর হাকিমমহাসড়ক, Dharmapur, Cumilla",6507307.47
Police Line,3.1,1857,3,16,আয়ুশি চৌধুরী,"২৬, পশ্চিম বালিয়াগড়, Police Line, Cumilla",7919763.19
Jhawtala,3.8,1959,3,10,লতা রায়,"৮১৯, চৌদ্দপুর সেন্টার, Jhawtala, Cumilla",8978976.93
Dharmapur,1.8,2578,4,13,রিনা বসু,"৩, দক্ষিণ জগন্নাথখালি, Dharmapur, Cumilla",9500809.21
Jhawtala,3.8,2145,3,12,প্রদ্যুম্ন বাগচী,"৪৫০, মোল্লাগঞ্জ মোড়, Jhawtala, Cumilla",10219694.62
Kandirpar,4.0,1668,3,23,শ্রাবন্তী রায়,"২৭, মহেশগ্রাম পাড়া, Kandirpar, Cumilla",7854152.31
Race Course,3.2,1432,2,1,আরুণি মন্ডল,"৩৭৬, নতুন গৌরপুর, Race Course, Cumilla",6750972.06
Chawkbazar,2.2,1573,2,15,অলোকা মিত্র,"৮, হাকিমদিয়া গলি, Chawkbazar, Cumilla",6135345.05
Chawkbazar,2.2,1994,3,17,শ্রাবনী আরা,"৩, ইসলামপ্লাজা, Chawkbazar, Cumilla",7996327.28
Tomsom Bridge,3.0,1817,3,22,লিটন জামান,"৯, চিতলবাড়ি প্লাজা, Tomsom Bridge, Cumilla",7844378.74
Kandirpar,4.0,1731,3,22,নয়ন মিঞা,"৪৯, নতুন হাকিমমহল্লা, Kandirpar, Cumilla",8264318.53
Kandirpar,4.0,1993,3,24,শুভ গাঙ্গুলি,"১, পূর্ব কবিরপ্লাজা, Kandirpar, Cumilla",8367784.09
Bagichagaon,3.5,1412,2,17,বিনা প্রধান,"৮৫, কালীগলি, Bagichagaon, Cumilla",6719852.01
Chawkbazar,2.2,875,2,7,বাদল কাদের,"৫৩৩, উত্তর কালিয়াগ্রাম প্লাজা, Chawkbazar, Cumilla",4854335.69
Tomsom Bridge,3.0,1690,3,13,কাজল প্রধান,"৫৩৩, মধ্য নন্দীগড় ঘাট, Tomsom Bridge, Cumilla",6851717.6
Dharmapur,1.8,1998,3,14,প্রান্ত রহমান,"৯, উত্তর মানিকপ্লাজা, Dharmapur, Cumilla",6984196.85
Jhawtala,3.8,1230,2,1,সাব্বির মৃধা,"৬৫, মধ্য মোহনপাড়া, Jhawtala, Cumilla",5422714.0
Bagichagaon,3.5,2433,4,1,অর্না আরা,"১, মধ্য নন্দীরাস্তা, Bagichagaon, Cumilla",9367909.0
Bagichagaon,3.5,1756,3,19,আশীষ প্রামানিক,"১০০, পশ্চিম শাজাহানখালি পাড়া, Bagichagaon, Cumilla",8113485.3
Jhawtala,3.8,1874,3,15,কাবেরি মজুমদার,"৮১৩, নতুন মির্জাগ্রাম, Jhawtala, Cumilla",8541036.58
Police Line,3.1,1851,3,4,নাইম আক্তার,"৯৮০, দক্ষিণ বিশ্বনাথবাড়ি গলি, Police Line, Cumilla",8318792.53
Kotbari,2.5,1635,2,23,সুরভি খাতুন,"৫, নাজিরহাট রাস্তা, Kotbari, Cumilla",5544811.29
Dharmapur,1.8,1684,3,17,ইউসুফ বিশ্বাস,"৮৭, ফুলরাস্তা, Dharmapur, Cumilla",6190135.5
Jhawtala,3.8,1140,2,20,প্রিয়তি তালুকদার,"৮৫, বিরামঘাট, Jhawtala, Cumilla",5487186.3
Chawkbazar,2.2,1633,2,2,সাবের হাকিম,"২৮৫, পাইকচর, Chawkbazar, Cumilla",6799942.74
Dharmapur,1.8,1243,2,16,বিনয় সাহা,"৪৭২, শাজাহানপার্ক, Dharmapur, Cumilla",4539104.01
Race Course,3.2,1521,2,12,আবির আলম,"৭০, পূর্ব মিরবাড়ি, Race Course, Cumilla",7099735.05
Jhawtala,3.8,2033,3,19,শহিদুল রহমান,"৭, মধ্য বকশীচর, Jhawtala, Cumilla",8935612.97
Police Line,3.1,2162,3,17,বিদ্যা সিনহা,"৫, সখিপুর, Police Line, Cumilla",8646959.23
Chawkbazar,2.2,1700,3,7,প্রদীপ চট্টোপাধ্যায়,"৯৬, পুরাতন মোড়লগ্রাম, Chawkbazar, Cumilla",7422908.77
Race Course,3.2,1889,3,20,দূর্গা মোড়ল,"৯৭, সুবর্ণগাঁ, Race Course, Cumilla",7863331.37
Police Line,3.1,2026,3,0,আব্বাস তালুকদার,"৫৪, মাধবহার পাড়া, Police Line, Cumilla",9276806.39
Tomsom Bridge,3.0,1453,2,3,শ্রাবন্তী ইসলাম,"৫, মধ্য বেগমপুর, Tomsom Bridge, Cumilla",7152268.57
Kandirpar,4.0,1430,2,0,জগদীশ পাণ্ডে,"৪২, রানীচর এভিনিউ, Kandirpar, Cumilla",6930358.18
Dharmapur,1.8,1541,2,16,আকাশ ইসলাম,"৮৩৪, করিমবাজার, Dharmapur, Cumilla",5740398.8
Kandirpar,4.0,1611,2,1,আরিয়ান মিত্র,"৪, পশ্চিম চৌদ্দসেন্টার, Kandirpar, Cumilla",7597011.14
Shashongacha,2.0,1210,2,5,মোস্তাফিজ মিঞা,"২৭, সিরাজহার, Shashongacha, Cumilla",4709564.32
Kotbari,2.5,2261,4,2,লিটন আলি,"৮৮৩, পশ্চিম কমলহাট, Kotbari, Cumilla",9433735.18
Bagichagaon,3.5,2074,3,12,অহনা মোড়ল,"৯, কুমারগ্রাম প্লাজা, Bagichagaon, Cumilla",9111096.32
Police Line,3.1,1532,2,7,ডলি সিনহা,"৫, মধুদিয়া, Police Line, Cumilla",7398067.12
Shashongacha,2.0,1366,2,17,তুষার রহমান,"২২৫, উজিররোড, Shashongacha, Cumilla",5195617.07
Shashongacha,2.0,1170,2,24,কবিতা কাদের,"৯৮৮, পূর্ব কুমারতলা ঘাট, Shashongacha, Cumilla",5049882.71
Race Course,3.2,1404,2,21,আতাহার সরকার,"৮১৮, দৌলতগঞ্জ, Race Course, Cumilla",6097814.29
Police Line,3.1,1254,2,7,রাজু খান,"১৯২, উত্তর জীবনহাট প্লাজা, Police Line, Cumilla",5464575.9
Tomsom Bridge,3.0,2023,3,14,প্রিতম হাকিম,"৪৮, মধ্য সুন্দরগাঁও স্টেশন, Tomsom Bridge, Cumilla",8247074.78
Shashongacha,2.0,1073,2,6,অশোক প্রামানিক,"৩, রায়ডাঙ্গা গলি, Shashongacha, Cumilla",4441118.76
Dharmapur,1.8,1329,2,24,কাফি মোড়ল,"৮, মধ্য শান্তিহার মহল্লা, Dharmapur, Cumilla",4204096.93
Police Line,3.1,1450,2,5,ঋষিতা আচার্য্য,"৫২, দৌলতহার, Police Line, Cumilla",6233052.91
Kotbari,2.5,1253,2,16,আশ্বিনী চৌধুরী,"৯৭৫, নতুন ইসলামপাড়া, Kotbari, Cumilla",5074037.82
Dharmapur,1.8,1749,3,19,করিম আরা,"১৮, পুরাতন মোহাম্মদবাড়ি ঘাট, Dharmapur, Cumilla",6088522.02
Kotbari,2.5,1642,2,20,তামিম সরকার,"৭১৪, উত্তর বোরহানএভিনিউ, Kotbari, Cumilla",6381288.38
Jhawtala,3.8,1846,3,13,বিপাশা মিত্র,"৫৯৮, তারাগ্রাম স্টেশন, Jhawtala, Cumilla",8203377.15
Police Line,3.1,1854,3,8,বিপাশা কুমার,"৩১৯, মানিকমাটি, Police Line, Cumilla",8383643.63
Kandirpar,4.0,1576,2,18,প্রদীপ কান্ত,"৮, জগন্নাথরোড, Kandirpar, Cumilla",7680080.48
Chawkbazar,2.2,1993,3,5,নয়ন উদ্দিন,"৭, বেগমহাট, Chawkbazar, Cumilla",7274877.66
Jhawtala,3.8,1910,3,14,ঈশানি ব্যানার্জি,"৭৬০, তেররাস্তা, Jhawtala, Cumilla",8675413.48
Kandirpar,4.0,800,2,6,অমল তালুকদার,"২৯৪, বাজিতবাড়ি লেন, Kandirpar, Cumilla",5751154.75
Kandirpar,4.0,1610,2,7,মনোজ বাগচী,"১১৬, পূর্ব হোসেনপাড়া, Kandirpar, Cumilla",7466496.0
Kandirpar,4.0,1704,3,20,অর্ক হোসাইন,"৬৮২, ফুলপাড়া, Kandirpar, Cumilla",8538561.63
Dharmapur,1.8,2202,4,6,আয়ুশি মন্ডল,"৬৯৯, পশ্চিম দেবীমহাসড়ক, Dharmapur, Cumilla",8348233.77
Kotbari,2.5,2142,3,11,আতাহার খান,"৭৬, শরণতলা, Kotbari, Cumilla",8081503.72
Dharmapur,1.8,968,2,12,আরিয়া মন্ডল,"৭, হাজীসড়ক, Dharmapur, Cumilla",2894394.46
Shashongacha,2.0,1800,3,19,বাসির সরকার,"৬, পশ্চিম বাকেরতলা স্টেশন, Shashongacha, Cumilla",6615928.75
Bagichagaon,3.5,1574,2,2,ইশিতা চৌধুরী,"৩০, মনিরামগাঁ, Bagichagaon, Cumilla",7969474.64
Shashongacha,2.0,1297,2,8,কাফি সরকার,"৯৮৬, নতুন মনোহরপুর, Shashongacha, Cumilla",5325909.9
Shashongacha,2.0,1510,2,6,আজম মজুমদার,"৬০৩, পশ্চিম সৈয়দগ্রাম, Shashongacha, Cumilla",6150631.82
Kandirpar,4.0,1927,3,6,শাহজাহান হাকিম,"২, বালিয়াদিয়া স্টেশন, Kandirpar, Cumilla",8422962.01
Tomsom Bridge,3.0,1919,3,19,ইজাজ জামান,"১, হোসেনখালি, Tomsom Bridge, Cumilla",8288400.73
Kandirpar,4.0,1496,2,11,ঋষিতা ঠাকুর,"৬৪, সুবর্ণরাস্তা, Kandirpar, Cumilla",7126111.6
Kandirpar,4.0,1299,2,16,ইকবাল বেগম,"৭৬৭, উত্তর ব্রাহ্মণগাঁও সেন্টার, Kandirpar, Cumilla",6876743.48
Jhawtala,3.8,1755,3,2,শাহজাহান সরকার,"৮৭, শিবগাঁও রোড, Jhawtala, Cumilla",8951880.83
Kandirpar,4.0,1492,2,8,অর্ক পাণ্ডে,"১০, ইসলামতলা, Kandirpar, Cumilla",6240380.74
Tomsom Bridge,3.0,1177,2,4,মাধুরী বিশ্বাস,"৭, পূর্ব বালিয়াগ্রাম পাড়া, Tomsom Bridge, Cumilla",6247154.73
Shashongacha,2.0,1591,2,14,বিরাট মৃধা,"৯৪, রামগঞ্জ, Shashongacha, Cumilla",6764279.44
Dharmapur,1.8,1303,2,5,ইশতিয়াক বেগম,"৭১, দাউদমাটি, Dharmapur, Cumilla",5594829.37
Police Line,3.1,1376,2,5,তামিম আরা,"৯১৯, পুরাতন কালিয়াপ্লাজা, Police Line, Cumilla",5860911.78
Kotbari,2.5,2149,3,14,ইমন ঠাকুর,"৮৫৪, নতুন কুমারচর স্টেশন, Kotbari, Cumilla",8464253.27
Chawkbazar,2.2,1565,2,11,অলোকা দাস,"৪৫, পুরাতন কেশববাজার কর্নার, Chawkbazar, Cumilla",7167573.79
Tomsom Bridge,3.0,1330,2,2,আশালতা সরকার,"৬০, বটিয়াগাঁ সেন্টার, Tomsom Bridge, Cumilla",4945468.91
Tomsom Bridge,3.0,1055,2,7,মুনতাসির হক,"৯০, পুরাতন দেবীপুর প্লাজা, Tomsom Bridge, Cumilla",5696199.64
Kandirpar,4.0,1942,3,19,সৌমিক প্রামানিক,"৩, উত্তর চিতলগঞ্জ পাড়া, Kandirpar, Cumilla",8716613.4
Jhawtala,3.8,1765,3,5,রুদ্র সরকার,"৭৩৩, উত্তর মনোহরসড়ক, Jhawtala, Cumilla",8841059.47
Shashongacha,2.0,1740,3,10,আয়ুষ আচার্য্য,"৯, মধ্য হাজীপুর লেন, Shashongacha, Cumilla",5769430.68
Kandirpar,4.0,1502,2,3,আবু সরকার,"৩৬৫, নতুন মানিকমাটি প্লাজা, Kandirpar, Cumilla",8150249.49
Dharmapur,1.8,2266,4,3,সৌমিক তালুকদার,"৪, পূর্ব ফুলখালি রাস্তা, Dharmapur, Cumilla",8100740.41
Dharmapur,1.8,1573,2,16,কুনাল চৌধুরী,"১, মধ্য মির্জাখালি, Dharmapur, Cumilla",6468268.6
Tomsom Bridge,3.0,1419,2,9,নয়ন পাণ্ডে,"১৫২, কমলঘাট, Tomsom Bridge, Cumilla",6842189.95
Chawkbazar,2.2,937,2,14,আরাধ্যা মজুমদার,"৮৯০, পূর্ব আলমমাটি, Chawkbazar, Cumilla",3507350.59
Kotbari,2.5,1868,3,11,শুভশ্রী মোড়ল,"৫৮৩, দক্ষিণ বদরগঞ্জ কর্নার, Kotbari, Cumilla",7827502.4
Tomsom Bridge,3.0,1440,2,16,রুদ্র মিঞা,"৬৪, মির্জাডাঙ্গা এভিনিউ, Tomsom Bridge, Cumilla",5506996.35
Bagichagaon,3.5,1677,3,18,দূর্গা সিনহা,"৫, নতুন নন্দীমোড়, Bagichagaon, Cumilla",7970894.43
Bagichagaon,3.5,2178,3,19,আরিয়া তালুকদার,"৭৭, হোসেনএভিনিউ, Bagichagaon, Cumilla",8667573.08
Dharmapur,1.8,1029,2,15,অঞ্জনা বর্মন,"৪৫৯, পশ্চিম বিশ্বনাথতলা মোড়, Dharmapur, Cumilla",4196677.41
Race Course,3.2,1710,3,16,প্রান্ত কান্ত,"৫৭১, পশ্চিম মনিরামহার, Race Course, Cumilla",6819930.37
Kotbari,2.5,906,2,0,অন্তরা আলম,"৭৩, মিরবাড়ি, Kotbari, Cumilla",4679357.13
Kotbari,2.5,2151,3,2,চঞ্চল দেব,"৩১৭, পশ্চিম মিরস্ট্যান্ড, Kotbari, Cumilla",8891460.31
Race Course,3.2,2118,3,12,অর্ক মৃধা,"৩, মানিকপার্ক, Race Course, Cumilla",9286118.3
Kotbari,2.5,1843,3,6,বাঁধন আবদুল্লাহ,"৮৩, মাধবস্টেশন, Kotbari, Cumilla",6914598.13
Kotbari,2.5,1037,2,15,অন্তরা জামান,"২, হাজীস্ট্যান্ড, Kotbari, Cumilla",4753722.24
Shashongacha,2.0,1395,2,0,আরুণি পোদ্দার,"৯, হাকিমস্ট্যান্ড, Shashongacha, Cumilla",6395112.96
Race Course,3.2,1073,2,20,আবু বিশ্বাস,"২, পুরাতন রায়গঞ্জ, Race Course, Cumilla",4994199.43
Chawkbazar,2.2,1263,2,18,নন্দিতা দাস,"৯, মধ্য কাজীমোড়, Chawkbazar, Cumilla",4927076.27
Jhawtala,3.8,1599,2,19,বাঁধন আওয়াল,"২, গৌরনগর, Jhawtala, Cumilla",7378101.68
Tomsom Bridge,3.0,1419,2,10,শাওন প্রামানিক,"৭১৩, ওসমানীনগর কর্নার, Tomsom Bridge, Cumilla",5762191.95
Dharmapur,1.8,1701,3,15,শান্ত ইসলাম,"৪১, মনোহরখালি এভিনিউ, Dharmapur, Cumilla",6057059.97
Kotbari,2.5,1919,3,20,প্রদীপ সিনহা,"৬৮২, বালিয়াখালি সেন্টার, Kotbari, Cumilla",7339273.87
Police Line,3.1,1370,2,10,শুভশ্রী পাণ্ডে,"৬১৯, বটিয়াগাঁ মহল্লা, Police Line, Cumilla",6836981.5
Jhawtala,3.8,2044,3,22,ঋষিতা রায়,"৩, পুরাতন বাকেরহার রাস্তা, Jhawtala, Cumilla",8935020.74
Tomsom Bridge,3.0,2080,3,13,আমায়া বাগচী,"৫০৭, উত্তর মির্জাস্টেশন, Tomsom Bridge, Cumilla",8792185.51
Police Line,3.1,897,2,20,অমল প্রধান,"১৩, দক্ষিণ মনিরামগাঁ মহাসড়ক, Police Line, Cumilla",4884168.56
Bagichagaon,3.5,1257,2,2,অজিত আচার্য্য,"১৫৪, উত্তর বিরামমাটি, Bagichagaon, Cumilla",7069650.73
Tomsom Bridge,3.0,1789,3,18,খুশি হুরাইরা,"৮৭, দক্ষিণ শিবপুর সড়ক, Tomsom Bridge, Cumilla",7805600.2
Police Line,3.1,1482,2,7,মৃত্যুঞ্জয় মিশ্র,"৭৫৫, কালীহার স্ট্যান্ড, Police Line, Cumilla",6166896.34
Kandirpar,4.0,1963,3,2,মাধুরী পাণ্ডে,"৮৪৭, কাজীচত্বর, Kandirpar, Cumilla",9599684.0
Chawkbazar,2.2,1699,3,2,তামিম জামান,"২০, শ্যামবাড়ি রাস্তা, Chawkbazar, Cumilla",7305944.93
Dharmapur,1.8,863,2,15,আদি তালুকদার,"৬৪, নতুন সুন্দরসড়ক, Dharmapur, Cumilla",3949528.4
Police Line,3.1,1066,2,13,অলোকা গঙ্গোপাধ্যায়,"২০, বাজিতখালি সেন্টার, Police Line, Cumilla",5327488.0
Jhawtala,3.8,1372,2,7,কেয়া সুলতানা,"৫৯০, চৌদ্দপ্লাজা, Jhawtala, Cumilla",7196386.05
Kandirpar,4.0,1967,3,11,মিলন সিনহা,"২, ফকিরগলি, Kandirpar, Cumilla",9143519.92
Jhawtala,3.8,1558,2,9,প্রিয়া সিনহা,"১৫২, ওসমানীপুর সেন্টার, Jhawtala, Cumilla",7285230.41
Police Line,3.1,1504,2,18,অলোকা পাল,"৫৫, পশ্চিম সিরাজলেন, Police Line, Cumilla",5887458.5
Race Course,3.2,1572,2,5,ঈশানি মৃধা,"৭, ফুলকর্নার, Race Course, Cumilla",6891195.93
Kandirpar,4.0,1032,2,22,নাইম মন্ডল,"১৮, বিশ্বনাথনগর, Kandirpar, Cumilla",6307559.33
Police Line,3.1,1433,2,13,অদৃতা আচার্য্য,"৭, উজিরদিয়া ঘাট, Police Line, Cumilla",6487704.81
Dharmapur,1.8,1300,2,17,প্রান্ত রাও,"১৯৯, মাধবগড় এভিনিউ, Dharmapur, Cumilla",4848092.73
Bagichagaon,3.5,1287,2,7,সাব্বির আবদুল্লাহ,"২৬, বিরামবাড়ি সড়ক, Bagichagaon, Cumilla",6809112.82
